,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,video_Address,publishedAt_specific_date
13076,hUSqTW21Xl8,TWICE SCIENTIST Choreography Video,2021-11-14 14:59:52,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,10,2021-11-22 00:00:00,TWICE|트와이스|TWICE정규3집|트와이스정규3집|TWICE3rdAlbum|트와이스3rdAlbum|TWICE3rdFullAlbum|트와이스3rdFullAlbum|TWICEFormulaofLove|FormulaofLove|트와이스FormulaofLove|트와이스포뮬라오브러브|TWICEFOL|트와이스FOL|TWICESCIENTIST|SCIENTIST|트와이스SCIENTIST|트와이스사이언티스트|사이언티스트|TWICE사이언티스트|SCIENTISTMV|SCIENTISTMusicVideo|SCIENTIST뮤직비디오|SCIENTIST뮤비|TWICEMV|TWICE뮤직비디오|TWICE뮤비|트와이스MV|트와이스뮤직비디오|트와이스뮤비,3785554,357053,1894,12632,https://i.ytimg.com/vi/hUSqTW21Xl8/default.jpg,False,False,TWICE SCIENTIST Choreography VideoTWICE 3rd Full Album Formula of Love: O+T=＜3🧪Listen Formula of Love: O+T=＜3 HERE👇https://TWICE.lnk.to/formula-of-love TWICE Official Shop: https://TWICE.lnk.to/Shop TWICE Official YouTube: http://www.youtube.com/c/TWICE TWICE Official Facebook: http://www.facebook.com/JYPETWICE TWICE Official Twitter: http://www.twitter.com/JYPETWICE TWICE Official TikTok https://www.tiktok.com/@twice_tiktok_...TWICE Official Instagram: http://www.instagram.com/TWICETAGRAM TWICE Official Homepage: http://TWICE.jype.com TWICE Official Fan's: http://fans.jype.com/TWICE ⓒ 2021 JYP Entertainment. All Rights Reserved#TWICE #트와이스 #FormulaOfLove,https://www.youtube.com/watch?v=hUSqTW21Xl8,2021-11-14
13077,lCRJmpllkYo,"[방청모집] 임영웅의 단독 SHOW, We`re HERO 임영웅에 여러분을 초대합니다✨️ [2021 KBS 송년특집 We`re HERO 임영웅] | KBS 방송",2021-11-14 23:51:53,UCR5cyf8hncN_AaQPfmvmlgA,KBS 골든케이팝,24,2021-11-23 00:00:00,트로트|송년특집|임영웅|KBS2|히어로,212721,13994,154,884,https://i.ytimg.com/vi/lCRJmpllkYo/default.jpg,False,False,"[방청모집] 임영웅의 단독 SHOW, ’We`re HERO 임영웅‘에 여러분을 초대합니다✨️＜방청 신청 기간＞11월 15일 ~ 11월 19일까지자세한 내용은 KBS 홈페이지에서 확인하세요‘2021년 힘든 시기를 이겨내고 열심히 달려온 우리 모두가 영웅이다!’독보적인 팬덤을 이끌고 있는 자타공인 최고의 트로트 가수가 찾아온다!12월 송년 특집 KBS2에서 만나뵙겠습니다~!",https://www.youtube.com/watch?v=lCRJmpllkYo,2021-11-14
13078,DnpGdTlhh1Y,풍요에 염증을 느끼고 미국을 떠나 가난한 히말라야 오지마을 '라다크'의 삶을 선택한 미국인 부부│다큐프라임 - 진정성 시대,2021-11-15 01:00:06,UCFCtZJTuJhE18k8IXwmXTYQ,EBSDocumentary (EBS 다큐),19,2021-11-24 00:00:00,EBS|EBS documentary|EBS 다큐멘터리|다큐|docu,499767,5805,222,568,https://i.ytimg.com/vi/DnpGdTlhh1Y/default.jpg,False,False,"문명의 껍질을 벗어던지고 히말라야의 작은 왕국 라다크에서 ‘자아찾기’를 선택한 제이슨과 케이틀린 부부.명문대학 출신에 10만 달러가 넘는 연봉을 마다하고 제이슨은 세상의 오지라 불리는 라다크를 삶의 둥지로 선택했다. 역시 대학 출신에 세계 각국을 돌며 자원봉사를 이끌었던 케이틀린과 함께였다.이들은 왜 미국의 풍요를 버리고 라다크의 가난과 빈곤을 선택했을까?과연 이들이 진정으로 그리는 세상은 무엇이며, 이들이 만나고 싶은 진정성의 얼굴은 어떤 모습일까?✔ 프로그램명 : EBS 다큐프라임 - 진정성 시대  5부 겨울에서 봄에게로✔ 방송일자 :  2019.10.01",https://www.youtube.com/watch?v=DnpGdTlhh1Y,2021-11-15
13079,GDCa0wyqx-w,갓을 '이렇게' 만들었더니 1년이 행복합니다. 빨리 갓 한단 사오세요. 평생 써먹는 갓 레시피. 갓피클,2021-11-15 01:45:00,UCI64Eh_rwWGNDOqrXAcSL8Q,팔숙이 palsook,26,2021-11-27 00:00:00,갓|갓요리|돌산갓|돌산갓요리|갓피클|갓장아찌|돌산갓 장아찌|돌산갓 피클|갓 레시피|피클|피클만들기|간단요리|초간단요리|쉬운요리|간단레시피|초간단레시피|쉬운레시피|요리|요리법|레시피|recipe,937838,11356,275,181,https://i.ytimg.com/vi/GDCa0wyqx-w/default.jpg,False,False,"🎵 갓피클.✨재료 (1T=밥숟가락)돌산갓 손질 후 무게 1.6kg, 물 1.5L, 설탕 600ml, 피클링스파이스 1/2T, 천일염 수북이 4T, 식초 750ml✔ 피클링스파이스 생략 가능.-----------------------------------------------📢 갓피클.1. 돌산갓 손질하기.2. 씻어서 물 제거하기.3. 큰 볼에 갓 담기.4. 물 1.5L, 설탕 600ml, 피클링스파이스 1/2T, 천일염 수북이 4T 넣고 센 불로 끓이기.5. 끓기 시작하면 식초 750ml 넣고 센 불로 끓이기.+ 끓기 시작하면 불 끄기.6. 갓 위에 피클물 붓기.7. 식을 때까지 놓아두기.8. 통에 담기.9. 실온에 하루 두었다가 냉장고로 옮기기.+ 더 오래 보관하실분들은 냉장고에 일주일 두었다가 꺼내서 피클물만 덜어 한번 더 부글부글 끓여주세요. 실온의 온도로 식힌 뒤 갓피클에 부어두시면 더 오래 보관하면서 드실 수 있습니다.#피클 #갓요리 #반찬",https://www.youtube.com/watch?v=GDCa0wyqx-w,2021-11-15
13080,uCeoZIv7NX0,[모아봤습👀] '스트릿 집사부 파이터' 춤에 진심인 집사부와 스우파의 소름 끼치는 콜라보🔥ㅣ집사부일체(Master in the House)ㅣSBS ENTER.,2021-11-15 02:43:13,UCmjNKt6kITwaZTqvWuaSPLg,SBS Entertainment,24,2021-11-25 00:00:00,집사부일체|스우파|집사부 스우파|집사부|SBS|모니카|아이키|양세형|리정|가비|라치카|프라우드먼|이승기,462473,7795,96,568,https://i.ytimg.com/vi/uCeoZIv7NX0/default.jpg,False,False,스트릿 집사부 파이터 모아봤습👀#집사부일체 #스트릿우먼파이터 #모아봤습[00:00] - 훅 X 이승기[05:14] - YGX X 김동현[9:58] - 프라우드먼 X 유수빈[16:53] - 라치카 X 양세형 ▶ Hompage : https://www.sbs.co.kr/tv/enter▶ Subscribe SBS Entertainment : https://bit.ly/2SpOhMC,https://www.youtube.com/watch?v=uCeoZIv7NX0,2021-11-15
13081,bF9oVjW2UV8,[UFC] UFC Fight Night 197 케네디 은제추쿠 vs 정다운 하이라이트 (11.14),2021-11-15 03:00:12,UCtm_QoN2SIxwCE-59shX7Qg,SPOTV,17,2021-11-29 00:00:00,SPOTV|스포티비,1560226,17096,354,4072,https://i.ytimg.com/vi/bF9oVjW2UV8/default.jpg,False,False,UFC Fight Night 197 케네디 은제추쿠 vs 정다운 하이라이트,https://www.youtube.com/watch?v=bF9oVjW2UV8,2021-11-15
13082,hSkB9nLaoe0,"[실화Pick] 여고생? 아이 엄마? 의문의 그녀, 소름 돋는 거짓말 #실화탐사대 #실화On MBC211113방송",2021-11-15 03:00:22,UC0imORt231LWWyyotvE3lUw,실화 On,25,2021-11-27 00:00:00,사건|실화|실화탐사대|신동엽|김정근|강다솜|박지훈|실화On|실탐|주간사건실화|사건실화|Truestory|실화탐사|충격실화|장애인남성|여고생|아이엄마|가출|12번가출|뇌병변|출산|양육비|동엽|다솜|정근|시사직격|KBS,600217,5024,291,776,https://i.ytimg.com/vi/hSkB9nLaoe0/default.jpg,False,False,MBC [실화탐사대]는 토요일 밤8시50분 방송됩니다!!더 많은 영상이 보고 싶으시다면~- Subscribe Now! ▶▶ https://www.youtube.com/c/실화On- WAVVE  ▶▶ https://m.wavve.com/player/vod?programid=M_1003736100000100000&search=y&referer=%2Fsearch- iMBC  ▶▶ http://www.imbc.com/broad/tv/culture/truestory/vod/#실화탐사대 #연애사기 #실화Pick #실탐 #실화On #신동엽 #김정근 #강다솜,https://www.youtube.com/watch?v=hSkB9nLaoe0,2021-11-15
13083,4AJsmmX7b58,요새 유럽에 가면 한국인이 받는 대우.. 당황스럽네요,2021-11-15 04:00:01,UCHpIHu4LzmNuD8bsE6mZLSA,영알남YAN,27,2021-11-27 00:00:00,한국인 특징|한국인 해외반응|한국인 단합력|한국인 반응|한국인 종특|한국인 인기|한국인 공항|한국인 구별|한국인 공감|공항가는길|공항 세관|공항 브이로그|공항 검색대|공항 경찰|공항 공무원|유럽여행|유럽여행 브이로그|유럽 브이로그|해외여행 브이로그|해외여행 유튜버|해외여행 가능국가|해외여행 가능시기|해외여행 영어|해외여행 추천|입국심사|입국심사 영어|입국 브이로그|입국 가능 국가|입국 vlog,1013906,16111,532,1416,https://i.ytimg.com/vi/4AJsmmX7b58/default.jpg,False,False,사실 유럽에 정말 오랜만에 들어가면서 미국보다 더 많은 준비를 했어요. 미국에서는 생각보다 깐깐해진 출입국 과정 때문에 멘탈이 약간 털렸었거든요. 솔직히 기대보다 걱정이 훨씬 앞섰던 입국심사와 호텔 체크인 과정이었던 것 같습니다. 함께 영상에서 확인하시죠!*본 영상은 유료광고를 포함하지 않으나 노출 의무 없는 제품 선물을 포함합니다,https://www.youtube.com/watch?v=4AJsmmX7b58,2021-11-15
13084,UbfN-gpU6cM,우리는 모르는 뉴욕 최상류층 한인남자의 삶 1부 l 미국#27,2021-11-15 08:12:06,UCwjMQYL9vgbqGzxYW6dVhTw,희철리즘Heechulism,24,2021-11-17 00:00:00,미국여행|뉴욕여행|뉴욕|로스앤젤레스|미국부자|미국한인부자|희철리즘|유럽여행|미국동부여행|미국서부여행|미국역사|미국유태인|한인부자|돈버는법|한국남자|heechulism|여행유튜브|세계여행|해외여행,115360,2539,83,630,https://i.ytimg.com/vi/UbfN-gpU6cM/default.jpg,False,False,저는 정말 재밌는 시간이었습니다ㅎㅎ 1부는 소개고 3부까지 이어질것같습니다! 재밌게 봐주세요 :),https://www.youtube.com/watch?v=UbfN-gpU6cM,2021-11-15
13085,PnJ__iAUj0E,[술꾼도시여자들] (30대 공감) 10년 새 웃음과 활력이 급격히 사라진 술꾼도시여자들,2021-11-15 09:00:09,UCNIiH_4ArJNd_cDZApZ7AFg,TVING,24,2021-11-27 00:00:00,지구세진|강지구|정은지 욕|이선빈 욕|최시원|정은지|이선빈|한선화|티빙|술도녀|술꾼도시여자들|worklaterdrinknow|슈퍼쥬니어|슈쥬|시원|siwonchoi|eunjijeoung|sunbinlee|술도여|술꾼도시처녀들|술|술꾼|에이핑크|시크릿,962099,6921,121,378,https://i.ytimg.com/vi/PnJ__iAUj0E/default.jpg,False,False,이선빈X한선화X정은지 그리고 최시원의 본격_기승전술_드라마 [술꾼도시여자들]🍻오직 티빙에서 스트리밍하세요! 티빙 바로가기 : https://tving.onelink.me/xHqC/1646c09f100만 참여 기념! 티빙 K콘 페스타 10일 연장!41% 할인 막차 타러가기💨 (~11/30)▶https://bit.ly/3vy4CSi#술꾼도시여자들 #티빙오리지널 #worklaterdrinknow #술도녀 #이선빈 #한선화 #정은지 #최시원,https://www.youtube.com/watch?v=PnJ__iAUj0E,2021-11-15
13086,ootxWwwVD3Y,한선화 술집 사장이었던 시절,2021-11-15 09:00:32,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,24,2021-11-23 00:00:00,diggle classic|tvN|tvN D ENT|디글|디글클래식|디클|술꾼도시여자들 메이킹|술꾼도시여자들 예고|술꾼도시여자들 요가|술꾼도시여자들 요약|술꾼도시여자들 이선빈|술꾼도시여자들 정은지|술꾼도시여자들 최시원|술꾼도시여자들 티빙|술꾼도시여자들 한선화|술꾼도시처녀들|술도녀|술도녀 이선빈|술도녀 정은지|술도녀 한선화|이선빈|이선빈 드라마|이선빈 술|이선빈 한선화|정은지|정은지 강지구|정은지 노래|정은지 담배|정은지 드라마|정은지 사투리|정은지 서인국|정은지 선생님|정은지 술꾼|정은지 연기|정은지 욕 연기|정은지 응칠|정은지 하늘바라기|정은지 한선화 싸움|한선화|한선화 드라마|한선화 술|한선화 예능|한선화 요가,509981,2083,59,99,https://i.ytimg.com/vi/ootxWwwVD3Y/default.jpg,False,False,방송국놈들의 하드털이 채널 '디글 클래식'구독하기 ☞ https://www.youtube.com/c/디글클래식DiggleClassic#N년전 #구해줘2 #한선화#술꾼도시여자들 #술도녀한지연 #술도녀,https://www.youtube.com/watch?v=ootxWwwVD3Y,2021-11-15
13087,zBcKq_Zj-TQ,"[술꾼도시여자들] 🔥흑화한 한선화, 불법 개 농장 운영 박영규에 도끼로 살벌 복수⛏",2021-11-15 09:00:34,UCNIiH_4ArJNd_cDZApZ7AFg,TVING,24,2021-11-22 00:00:00,지구세진|강지구|정은지 욕|이선빈 욕|최시원|정은지|이선빈|한선화|티빙|술도녀|술꾼도시여자들|worklaterdrinknow|슈퍼쥬니어|슈쥬|시원|siwonchoi|eunjijeoung|sunbinlee|술도여|술꾼도시처녀들|술|술꾼|에이핑크|시크릿,1064374,8600,162,485,https://i.ytimg.com/vi/zBcKq_Zj-TQ/default.jpg,False,False,이선빈X한선화X정은지 그리고 최시원의 본격_기승전술_드라마 [술꾼도시여자들]🍻오직 티빙에서 스트리밍하세요! 티빙 바로가기 : https://tving.onelink.me/xHqC/1646c09f100만 참여 기념! 티빙 K콘 페스타 10일 연장!41% 할인 막차 타러가기💨 (~11/30)▶https://bit.ly/3vy4CSi#술꾼도시여자들 #티빙오리지널 #worklaterdrinknow #술도녀 #이선빈 #한선화 #정은지 #최시원,https://www.youtube.com/watch?v=zBcKq_Zj-TQ,2021-11-15
13088,AyQ9yHOnYo0,평생을 시달린 양치승 아버지의 폭력.. 어린 아이가 견디기엔 가혹했던 현실 [오은영의 금쪽 상담소],2021-11-15 09:02:10,UCaZS_XwAu1yBMNoQDD1mR7g,채널A,22,2021-11-27 00:00:00,채널A|오은영|금쪽상담소|아버지|양치승,1422357,14360,300,1913,https://i.ytimg.com/vi/AyQ9yHOnYo0/default.jpg,False,False,"#1 양치승 어린시절 지옥보다 더 지옥 같았던 우리 집 (0:00)아버지의 부고가 오히려 편안했어요#2 토니 아버지의 잦은 이혼, 어머니만 네 명? (4:38)아버지처럼 될까 봐 두려워요..#오은영 #금쪽상담소 #양치승대한민국 '어른이'들을 위한국민 멘토 오은영의 멘탈 케어 프로그램[오은영의 금쪽 상담소] 매주 금요일 저녁 9시 30분 방송",https://www.youtube.com/watch?v=AyQ9yHOnYo0,2021-11-15
13089,1Dg6GlDQ1EY,"[술꾼도시여자들] 교사 정은지, 잠적 후 은둔형 유튜버가 된 사연",2021-11-15 09:10:11,UCNIiH_4ArJNd_cDZApZ7AFg,TVING,24,2021-11-26 00:00:00,지구세진|강지구|정은지 욕|이선빈 욕|최시원|정은지|이선빈|한선화|티빙|술도녀|술꾼도시여자들|worklaterdrinknow|슈퍼쥬니어|슈쥬|시원|siwonchoi|eunjijeoung|sunbinlee|술도여|술꾼도시처녀들|술|술꾼|에이핑크|시크릿,1528832,12615,157,846,https://i.ytimg.com/vi/1Dg6GlDQ1EY/default.jpg,False,False,이선빈X한선화X정은지 그리고 최시원의 본격_기승전술_드라마 [술꾼도시여자들]🍻오직 티빙에서 스트리밍하세요! 티빙 바로가기 : https://tving.onelink.me/xHqC/1646c09f100만 참여 기념! 티빙 K콘 페스타 10일 연장!41% 할인 막차 타러가기💨 (~11/30)▶https://bit.ly/3vy4CSi#술꾼도시여자들 #티빙오리지널 #worklaterdrinknow #술도녀 #이선빈 #한선화 #정은지 #최시원,https://www.youtube.com/watch?v=1Dg6GlDQ1EY,2021-11-15
13090,gUyCa6errBc,"[4K] 정상수의 킬링벌스를 라이브로! l 명사수, 달이 뜨면, 부산을 대표해, Hiphop Style Rap, Break A Leg, Still 정상수 등",2021-11-15 10:00:13,UCviI9lzTe2pkxJ9M2ArA7WQ,dingo freestyle,10,2021-12-01 00:00:00,정상수|킬링벌스|killingverse|killingversevol2|dingofreestyle|dingo|딩고|딩고프리스타일|딩프|DF|힙합|hiphop|부산,5968283,144439,3629,32869,https://i.ytimg.com/vi/gUyCa6errBc/default.jpg,False,False,00:00 오프닝00:27 명사수 (Grand Mix Ver.)01:59 달이 뜨면 (광대)03:15 부산을 대표해04:23 Hiphop Style Rap05:35 Break A Leg (Remix)06:42 Still 정상수08:08 Walk the Street09:42 REAL HIPHOP11:07 KV Freestyle (원곡 : 높이 뛰기)▶딩고프리스타일 (Dingo Freestyle) : http://bit.ly/Dingo__Freestyle▶딩고뮤직 (Dingo Music) : http://bit.ly/Dingo__Music▶일소라 (일반인들의 소름돋는 라이브) : http://bit.ly/ilsoracontact : musicbiz@makeus.com#정상수 #킬링벌스 #killingversevol2#딩고프리스타일 #DingoFreestyle,https://www.youtube.com/watch?v=gUyCa6errBc,2021-11-15
13091,ArsvoA9_Tgw,89.8%가 잘 모르는 수육 레전드 부위,2021-11-15 10:00:13,UC1oXmhvYHVI2bApphh3IzuQ,정육왕 MeatCreator,26,2021-11-26 00:00:00,정육왕|먹방|돼지 특수부위|항정살|수육|항정살덮밥|레시피|노하우|돼지고기 요리|항정살수육|껍데기항정살|미항정,346912,3678,83,226,https://i.ytimg.com/vi/ArsvoA9_Tgw/default.jpg,False,False,#정육왕 #항정살 #항정수육✔️본 영상은 협찬&광고 해당사항이 없습니다.대중분들이 항정살은 누구나 알고 있지만 껍데기가 붙은 항정살로수육을 하면 놀라운 식감과 맛이 난다는 것은 잘 모른다.그래서 준비했습니다.ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ✔️인스타그램 - https://www.instagram.com/meat.creator/✔️메일 - zzanggem@naver.comㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ✔️MY Music - https://www.epidemicsound.com/referral/lrmiy0/전 세계 유튜버들이 사용하고 있는 유료결제 음원 사이트 입니다.위 링크로 가입하시면 한달동안 무료로 사용하실 수 있습니다.,https://www.youtube.com/watch?v=ArsvoA9_Tgw,2021-11-15
13092,LMuHf9c8aX8,친구들에게 *손맛이 담긴* 쿠키 선물한 날,2021-11-15 10:21:22,UChrvBh3aHoZ2te8aRdIfP2A,또니 DDony,22,2021-11-27 00:00:00,쿠키만들기|베이킹|또니,257656,8088,75,632,https://i.ytimg.com/vi/LMuHf9c8aX8/default.jpg,False,False,복 받은 내 친구들~! 아 참고로 손 씻었음#쿠키만들기 #또니-------------------------------------------------------💌 E-mail : ddony1@naver.com🌸 Subscribe : https://bit.ly/3rTA62Y🎥 Twitch : https://www.twitch.tv/ddony1,https://www.youtube.com/watch?v=LMuHf9c8aX8,2021-11-15
13093,OnrbgqByExQ,낯선 여자 아이가 어깨에 기대 잠든다면?,2021-11-15 11:00:08,UCOVtwrWmXPB7Q35RB_RZ1Ew,키즐 kizzle,24,2021-11-27 00:00:00,[None],3198978,96131,642,1328,https://i.ytimg.com/vi/OnrbgqByExQ/default.jpg,False,False,"Different Perspectives of Society, Kizzle.Subscribe, https://bit.ly/2F286n6Instagram, https://bit.ly/3yFAXauFacebook, http://bit.ly/3i2lbPPHomegape, https://www.playtown.bizContact, playtown808@gmail.comApply to be the cast, https://www.playtown.biz/blank-1-Playtown's channel full of fun and a wide selection of contentHi-Teenager, https://bit.ly/2MGDYUEAirplane Time, https://bit.ly/38dCIPE",https://www.youtube.com/watch?v=OnrbgqByExQ,2021-11-15
